60    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {19}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {32}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
113940    [{0}, {1}, {2, 3, 34, 10, 15, 25, 27, 31}, {4}, {5}, {6}, {32, 33, 35, 36, 7, 9, 12, 21}, {8, 26}, {11}, {13}, {14}, {16}, {17}, {18}, {19}, {20}, {22}, {23}, {24}, {28}, {29}, {30}, {37}, {38}, {39}, {40}]
114000    [{0}, {1}, {2, 34, 10, 15, 25, 27, 31}, {3, 8, 13, 23, 26}, {4}, {5}, {6}, {32, 33, 35, 36, 7, 9, 12, 22}, {11}, {14}, {16}, {17}, {18}, {19}, {20}, {21}, {24}, {28}, {29}, {30}, {37}, {38}, {39}, {40}]
114060    [{0}, {1, 3, 8, 13, 23, 26}, {32, 2, 34, 35, 7, 9, 10, 12, 15, 16, 22, 25, 27, 31}, {4}, {5}, {6}, {11}, {14}, {17}, {18}, {19}, {20}, {21}, {24}, {28}, {29}, {30}, {33}, {36}, {37}, {38}, {39}, {40}]
114120    [{0}, {1, 3, 8, 13, 23, 26}, {2}, {4}, {5}, {6}, {32, 33, 34, 35, 36, 7, 9, 10, 12, 15, 16, 22, 27, 31}, {11}, {14}, {17}, {18}, {19}, {20}, {21}, {24}, {25}, {28}, {29}, {30}, {37}, {38}, {39}, {40}]
114180    [{0}, {1, 3, 8, 13, 23, 26}, {2}, {4}, {5}, {6}, {7}, {9, 35, 36, 33}, {10, 15, 16, 27, 31}, {11}, {12}, {14}, {17}, {18}, {19}, {20}, {21}, {22}, {24}, {25}, {28}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114240    [{0}, {1, 3, 8, 13, 23, 26, 28}, {2}, {4}, {5}, {6}, {7}, {33, 35, 36, 9, 21, 22}, {16, 10, 31}, {11}, {12}, {14}, {27, 15}, {17}, {18}, {19}, {20}, {24}, {25}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114300    [{0}, {1, 3, 8, 13, 26, 28}, {16, 2}, {4}, {5}, {6}, {7}, {33, 35, 36, 9, 21, 22}, {10, 31}, {11}, {12}, {14}, {27, 15}, {17}, {18}, {19}, {20}, {23}, {24}, {25}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114360    [{0}, {1, 8, 13, 23, 26, 28}, {16, 2}, {3}, {4}, {5}, {17, 6}, {7}, {33, 35, 36, 9, 21, 22}, {10, 27, 31, 15}, {11}, {12}, {14}, {18}, {19}, {20}, {24}, {25}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114420    [{0}, {1, 13, 23}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {33, 35, 36, 8, 9, 21, 28}, {10, 15, 25, 27, 31}, {11}, {12}, {14}, {16}, {18}, {19}, {20}, {22}, {24}, {26}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114480    [{0}, {1, 33, 3, 35, 36, 8, 13, 23, 28}, {2}, {4}, {5}, {17, 6}, {7}, {9}, {10, 15, 25, 27, 31}, {11}, {12}, {14}, {16}, {18}, {19}, {20}, {21}, {22}, {24}, {26}, {29}, {30}, {32}, {34}, {37}, {38}, {39}, {40}]
114540    [{0}, {1, 33, 3, 35, 36, 8, 13, 23, 26, 28}, {2}, {4}, {5}, {17, 6}, {7}, {9}, {10, 27, 31, 15}, {11}, {12}, {14}, {16}, {18}, {32, 19}, {20}, {25, 21}, {22}, {24}, {29}, {30}, {34}, {37}, {38}, {39}, {40}]
114600    [{0}, {1, 33, 3, 36, 35, 8, 9, 13, 21, 23, 25, 26, 28}, {2}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {37}, {38}, {39}, {40}]
114660    [{0}, {1, 33, 3, 35, 36, 8, 9, 13, 21, 23, 25, 26, 28}, {2}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {37}, {38}, {39}, {40}]
114720    [{0}, {1, 33, 3, 36, 8, 9, 13, 23, 26, 28}, {25, 2, 21}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
114780    [{0}, {1, 33, 3, 36, 8, 9, 13, 23, 26, 28}, {2, 15, 21, 25, 27}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
114840    [{0}, {1, 3, 8, 13, 23, 26, 28}, {2, 15, 21, 25, 27}, {4}, {5}, {6}, {33, 36, 9, 7}, {10, 31}, {11}, {12}, {14}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
114900    [{0}, {1, 8, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {33, 36, 9, 7}, {10, 31}, {11}, {12}, {14}, {16, 27, 21, 15}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
114960    [{0}, {1, 8, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {33, 36, 7, 9, 12}, {10, 31}, {11}, {14}, {27, 21, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115020    [{0}, {1, 26, 13, 23}, {2}, {3}, {4}, {5}, {6}, {33, 36, 7, 9, 12}, {8, 28}, {10, 31}, {11}, {14}, {27, 38, 15}, {16}, {17}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {29}, {30}, {34}, {35}, {37}, {39}, {40}]
115080    [{0}, {1, 26, 13, 23}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {33, 36, 8, 9, 12}, {10, 31}, {11}, {14}, {27, 38, 15}, {16}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {28}, {29}, {30}, {34}, {35}, {37}, {39}, {40}]
115140    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {33, 36, 8, 9, 12}, {10, 31}, {11}, {14}, {27, 38, 15}, {16}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {29}, {30}, {34}, {35}, {37}, {39}, {40}]
115200    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9, 12, 21, 33}, {10, 31}, {11}, {14}, {27, 15}, {16}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {29}, {30}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
115260    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {33, 36, 9, 12, 21}, {10}, {11}, {14}, {25, 27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115320    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {33, 36, 9, 12, 21}, {10}, {11}, {14}, {25, 27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115380    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {33, 36, 9, 12, 21}, {10}, {11}, {26, 28, 13, 23}, {14}, {27, 15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115440    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {33, 36, 9, 12, 21}, {10, 15, 16, 25, 27}, {11}, {26, 28, 13, 23}, {14}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115500    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {33, 36, 9, 21, 29}, {10, 15, 16, 25, 27, 31}, {11}, {12}, {14}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115560    [{0}, {1, 13, 23, 26, 28}, {2}, {3}, {4}, {5}, {6}, {7}, {33, 36, 8, 9, 10, 16, 21, 27, 29}, {11}, {12}, {14}, {31, 15}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115620    [{0}, {1, 33, 36, 8, 9, 13, 16, 21, 23, 26, 27, 28, 29}, {2}, {3}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {15}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115680    [{0}, {1, 33, 36, 8, 9, 13, 21, 23, 26, 28, 29}, {2}, {3}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {15}, {16, 27}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115740    [{0}, {1}, {2}, {33, 3, 36, 8, 9, 13, 16, 21, 23, 27, 28, 29}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {15}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {26}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
115800    [{0}, {1, 15}, {2}, {33, 3, 8, 9, 13, 16, 23, 27, 28, 31}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {17}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {26}, {36, 29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115860    [{0}, {1, 15}, {2}, {33, 3, 8, 9, 13, 16, 25, 27, 28, 31}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {17}, {18}, {32, 19}, {20}, {21}, {22}, {23}, {24}, {26}, {36, 29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115920    [{0}, {1, 15}, {2}, {33, 3, 8, 9, 13, 27, 28, 31}, {4}, {5}, {6}, {7}, {10}, {11}, {12}, {14}, {16}, {17}, {18}, {32, 19}, {20}, {29, 36, 21}, {22}, {23}, {24}, {25}, {26}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
115980    [{0}, {1, 15}, {2}, {3}, {4}, {5}, {6}, {29, 7}, {33, 8, 9, 13, 23, 28}, {10, 27, 31}, {11}, {12}, {14}, {16}, {17}, {18}, {32, 19}, {20}, {36, 21}, {22}, {24}, {25}, {26}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
116040    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {29, 7}, {8, 33, 28, 13}, {9}, {10, 27, 31}, {11}, {12}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {36, 21}, {22}, {23}, {24}, {25}, {26}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
116100    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {33, 7, 8, 13, 28, 29}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {36, 21}, {22}, {23}, {24}, {25}, {27}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
116160    [{0}, {1, 26}, {2, 12}, {3}, {4}, {5}, {6}, {21, 7}, {8}, {9}, {10, 31}, {11}, {28, 13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {22}, {23}, {24}, {25}, {27, 38}, {33, 36, 29}, {30}, {34}, {35}, {37}, {39}, {40}]
116220    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {21, 7}, {8}, {9}, {10, 31}, {11}, {12}, {13, 23}, {14}, {15}, {16, 27, 38}, {17}, {18}, {32, 19}, {20}, {22}, {24}, {25}, {28}, {29}, {30}, {33, 36}, {34}, {35}, {37}, {39}, {40}]
116280    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {33, 21, 7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16, 27, 38}, {17}, {18}, {32, 19}, {20}, {22}, {23}, {24}, {25}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
116340    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {33, 21, 7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16, 27, 38}, {18}, {32, 19}, {20}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {39}, {40}]
116400    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {33, 21, 7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16, 27, 38}, {18}, {32, 19}, {20}, {25, 22}, {23}, {24}, {26}, {28}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {39}, {40}]
116460    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {33, 21, 7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16, 27, 38}, {17}, {18}, {32, 19}, {20}, {25, 22}, {23}, {24}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
116520    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {21, 22, 7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
116580    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {21, 22, 7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
116640    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {21, 22}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
116700    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16, 38}, {18}, {32, 19}, {20}, {21, 22}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {39}, {40}]
116760    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {21}, {22}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
116820    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {21}, {38, 22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {39}, {40}]
116880    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {33, 13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {21}, {38, 22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
116940    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {33, 13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {21}, {22}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
117000    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 9}, {10, 31}, {11}, {12}, {13, 22}, {14}, {15}, {16, 33}, {18}, {32, 19}, {20}, {21}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
117060    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 9}, {10, 38, 31}, {11}, {12}, {13, 22}, {14}, {15}, {16, 33}, {18}, {32, 19}, {20}, {21}, {23}, {24}, {25}, {27}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117120    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {33, 38, 10, 16, 31}, {11}, {12}, {25, 13, 22, 23}, {14}, {15}, {18}, {32, 19}, {20}, {21}, {24}, {27}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117180    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {33, 38, 10, 16, 31}, {11}, {12}, {25, 13, 22, 23}, {14}, {15}, {18}, {32, 19}, {20}, {21}, {24}, {27}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117240    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {33, 38, 10, 13, 16, 22, 23, 25, 31}, {11}, {12}, {14}, {15}, {18}, {32, 19}, {20}, {21}, {24}, {27}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117300    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {33, 38, 13, 16, 22, 23, 25, 31}, {14}, {15}, {18}, {32, 19}, {20}, {21}, {24}, {26}, {27}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117360    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {25, 13, 22, 23}, {14}, {15}, {16, 33, 38}, {18}, {32, 19}, {20}, {21}, {24}, {26}, {27}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {39}, {40}]
117420    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {16, 33, 10, 38}, {11}, {12}, {25, 13, 22, 23}, {14}, {15}, {18}, {32, 19}, {20}, {21}, {24}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {39}, {40}]
117480    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 9}, {16, 33, 10, 38}, {11}, {12}, {13, 23}, {14}, {15}, {17}, {18}, {32, 19}, {20}, {21}, {25, 22}, {24}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {39}, {40}]
117540    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 9}, {10, 31}, {11}, {12}, {13, 23}, {14}, {15}, {16, 33, 38}, {17}, {18}, {32, 19}, {20}, {21}, {25, 22}, {24}, {26}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117600    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 33, 38}, {18}, {32, 19}, {20}, {21}, {25, 22}, {24}, {26}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117660    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 33, 38}, {18}, {32, 19}, {20}, {21}, {25, 22}, {24}, {27}, {28}, {29}, {30}, {34}, {35}, {36}, {37}, {39}, {40}]
117720    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 36, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 38}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
117780    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 36, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 38}, {18}, {32, 19}, {20}, {21}, {22}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
117840    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 36, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 38}, {18}, {32, 19}, {20}, {21}, {25, 22}, {24}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
117900    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 36, 13, 23}, {9}, {16, 10, 38, 31}, {11}, {12}, {14}, {15}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {27}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
117960    [{0, 28}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 36, 13, 23}, {9}, {16, 10, 38, 31}, {11}, {12}, {14}, {15}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {27}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
118020    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 36, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 38}, {17}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {26}, {27}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
118080    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 13, 23}, {9}, {10, 31}, {11}, {12}, {14}, {15}, {16, 38}, {17}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {26}, {27}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {39}, {40}]
118140    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 13, 23}, {9}, {10}, {11}, {12}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118200    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {36, 13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {24, 21}, {25, 22}, {23}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {37}, {38}, {39}, {40}]
118260    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {36, 13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {21, 23}, {25, 22}, {24}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {37}, {38}, {39}, {40}]
118320    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {21, 23}, {22}, {24}, {25}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118380    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {21, 23}, {22}, {24}, {25}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118440    [{0, 28}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {20}, {21, 23}, {22}, {24}, {25}, {26}, {27}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118500    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {21}, {22}, {23}, {24}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118560    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {24, 21, 23}, {22}, {25}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118620    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {24, 23, 21, 7}, {8}, {9, 10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {25}, {26}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118680    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {24, 23, 21, 7}, {8}, {9, 10, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {25}, {26}, {27}, {28}, {29}, {30}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118740    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7, 9, 10, 21, 23, 24}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118800    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7, 9, 10, 21, 24}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {23}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118860    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7, 9, 10, 21, 24}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {23}, {25}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118920    [{0}, {1, 26}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {24, 10, 21}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {23}, {25}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
118980    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8}, {9}, {24, 10, 21, 23}, {11}, {12}, {13}, {14}, {15}, {16}, {18}, {32, 19}, {20}, {22}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
119040    [{0}, {1}, {2}, {3}, {4}, {5}, {17, 6}, {7}, {8, 16}, {9}, {24, 10, 21, 23}, {11}, {12}, {13}, {14}, {15}, {18}, {32, 19}, {20}, {22}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
